transaction_id,timestamp,customer_id,customer_name,product_name,product_category,quantity,price,total_amount,payment_method,store_location
e6a71ca6-765e-4a00-8cbd-f97303009f7e,2025-09-15 11:15:49.624221,231c286a-0fc3-4ab8-8ff5-90aced949419,Catherine Clark,court,Home Goods,2,317.24,634.48,Cash,North Randallfort
c37db334-e2ed-49f2-b71f-f1a400e090a6,2025-09-15 11:15:49.624318,5187d589-95a7-4fe7-a994-a0d0d8b110a9,Jeffrey Daniels,ground,Electronics,2,487.89,975.78,Debit Card,North Tylerport
e759527d-17b4-41dc-b9ad-ef820ff4b7f5,2025-09-15 11:15:49.624414,6e950d8c-90aa-4eb2-9629-baf536001fb9,Jennifer Levy,they,Apparel,5,296.4,1482.0,Debit Card,East Ashley
96d4b99c-9d20-4509-b62b-b3f4498f583c,2025-09-15 11:15:49.624508,b7fac883-5395-4a48-a773-bcf79d3ed55a,Anthony Barker,various,Home Goods,1,296.51,296.51,Cash,East Michael
86de22ba-38f2-4ce0-b70a-6e7852f1325f,2025-09-15 11:15:49.624630,c7060c67-ce96-445c-9ae7-881dd16f533e,Elizabeth Petersen,anything,Groceries,7,63.3,443.1,Debit Card,New Madisonland
182e1d01-a98d-47fe-8e8f-1ae3028d0139,2025-09-15 11:15:49.624731,e0fb1958-a052-4023-977e-a85fecc976ad,Lisa Zuniga,fire,Home Goods,5,26.74,133.7,Debit Card,East Charlesville
12e82b47-5d2d-468f-8ed4-1b697fa8e827,2025-09-15 11:15:49.624827,4711f541-76d6-4092-86b4-2cff4c458ceb,Troy Bailey,pay,Apparel,1,155.58,155.58,Credit Card,East Matthew
1c7e0874-d97f-465a-b4f8-2dd6e3dbc98e,2025-09-15 11:15:49.624920,fb70268d-3d7e-423b-89b5-0a9402555d73,Timothy Meyer,on,Beauty,5,404.1,2020.5,Cash,Williamsside
bd941004-ce55-46ea-ba4e-76dc0ff70e18,2025-09-15 11:15:49.625024,70236059-1073-45de-ab0c-f3e689f9c0ef,Corey Delacruz,whether,Beauty,4,242.02,968.08,Credit Card,New Wendy
4b8a6e54-c8b7-4e89-a9da-e9e461a10934,2025-09-15 11:15:49.625117,51940109-b6c3-4bb9-b5d8-11fe46fe5f4b,Kevin Collins,very,Beauty,8,254.18,2033.44,Credit Card,Samuelside
9a8330fd-0896-4952-8a72-0ad84594e644,2025-09-15 11:15:49.625210,a0d9ead4-f4df-4c41-84bd-3d48bcd9a4f9,Heather Rodriguez,far,Groceries,10,346.23,3462.3,Cash,Lake Rileyberg
33ba44fa-211b-49c8-816f-2237ba89929e,2025-09-15 11:15:49.625305,efc478ff-3822-4ee7-b17f-7eaa9ef086bd,Emily Waller,term,Beauty,1,479.12,479.12,Cash,Jessicafort
d932ec43-a366-4067-b7ae-c6f6e89c067c,2025-09-15 11:15:49.625399,3e430fd7-60cf-4799-9d4c-bdab76deef19,Mr. Michael Price DDS,likely,Home Goods,8,217.19,1737.52,Credit Card,Port Manuelberg
2da96208-8418-4d50-862d-ab782fe93644,2025-09-15 11:15:49.625498,2368d140-0ebb-48d7-a44e-5a48ba0b5f13,Lindsey Reyes,after,Apparel,1,112.43,112.43,Cash,Port Abigailmouth
95fc12d3-0370-4f55-8359-68652c463761,2025-09-15 11:15:49.625599,51e49ff3-3c47-40c1-8a22-63952aa9c957,Richard Russell,member,Apparel,4,31.38,125.52,Cash,New Sandyburgh
4444936b-ff06-442a-bdde-881d69be11ed,2025-09-15 11:15:49.625694,63ef602d-cf5f-4b49-94d1-e4b2d5b9976b,Stephanie Smith,PM,Electronics,9,70.29,632.61,Online Payment,Roseton
2a8021ad-26dc-403d-b2e3-72feb4c0f3c2,2025-09-15 11:15:49.625788,c1127974-a887-4e76-b2e2-2de69cd4224a,Renee Gordon,responsibility,Home Goods,8,425.26,3402.08,Credit Card,Port Karen
b455c1ff-8ca6-4e1a-b84c-54d682b79b4b,2025-09-15 11:15:49.625882,e08a1c67-62fc-4d7d-bfe1-544f28b5e746,Christian Burns,draw,Home Goods,1,346.86,346.86,Cash,Sandrastad
1a5a564b-aa60-4242-aefc-d0a9a6d35092,2025-09-15 11:15:49.625975,a65fe745-faeb-48fa-80df-8355e944cb2e,Morgan Moore,cover,Electronics,5,406.0,2030.0,Online Payment,Hamptonview
8d8e9f82-8017-4679-b906-81c31a0e76c5,2025-09-15 11:15:49.626081,b6fc2bd4-1d9b-40a0-80ac-30a7c5b3ea61,Gerald English,kind,Apparel,8,233.52,1868.16,Credit Card,Brianborough
9dc16507-d64a-4103-aecd-abd52ce99b56,2025-09-15 11:15:49.626174,b73ee172-3371-4ad5-9449-2c8fb50925b8,Jesus Lee,everything,Beauty,7,243.69,1705.83,Debit Card,West Edward
4cd1831d-e385-494b-adae-04b1b7e32609,2025-09-15 11:15:49.626266,42c5f9f0-1e80-4f65-9f1c-9303a80454fd,Jared Blake,particularly,Beauty,4,29.33,117.32,Credit Card,New Brandonburgh
28381160-f177-4520-a601-f63d5aa23e84,2025-09-15 11:15:49.626360,165b38ea-1ef4-47d9-8389-d55f8da93e0e,Sara Mata,wrong,Home Goods,3,33.54,100.62,Online Payment,Port Christinabury
4606e828-41fe-492d-b228-d71a2135a656,2025-09-15 11:15:49.626455,cca5b7f0-c85b-46b2-b277-7ade90b7b8b4,Larry Pope,thing,Beauty,1,446.18,446.18,Credit Card,East Jessicaport
528139f4-13fa-4b78-bfa4-a79c0fba7b38,2025-09-15 11:15:49.626550,a05f24bc-f07c-4da7-b04d-e884348618ee,Stephanie Willis,involve,Apparel,10,151.53,1515.3,Debit Card,Kelleychester
43758e1a-377a-4636-a64e-153b66b0efda,2025-09-15 11:15:49.626660,474503d8-4bad-4658-99ac-65022070b19e,Katie Alexander,give,Apparel,3,403.76,1211.28,Cash,Scottfort
69b2fe0f-3baf-4488-a962-fd45117e4443,2025-09-15 11:15:49.626754,08c721d0-2a30-4ba5-9bc4-8b06c0b0ecaf,Brandon Gonzalez,agreement,Apparel,3,47.84,143.52,Debit Card,South Stephanie
73dcf915-3661-4a0c-8d4a-b5a2873a3055,2025-09-15 11:15:49.626847,2c59522b-4edb-45ed-ad52-da0ac0f70602,Katie Harmon,off,Beauty,1,430.01,430.01,Online Payment,South Reneeville
c319d0b3-a162-4901-a2d3-9f5553a07dc0,2025-09-15 11:15:49.626942,bd8c1571-ed83-4bf7-92db-aa0ea8660e2d,Ms. Audrey Moreno,physical,Apparel,8,309.31,2474.48,Debit Card,North Steven
0f96dd81-5513-4505-a2de-ab47988cdd54,2025-09-15 11:15:49.627039,1189d3c7-fb26-44a8-8adf-f899435261a3,Sandra Barber,exactly,Electronics,6,153.16,918.96,Credit Card,Antoniobury
a6774e1b-5c86-42f9-a066-5819d4972852,2025-09-15 11:15:49.627133,b672f8b0-2faf-4c9a-be3f-79e79632170a,Tony Davies,explain,Apparel,10,453.53,4535.3,Online Payment,Kristinemouth
d04c2f7a-74a8-425d-bbf5-d1523eb04a1a,2025-09-15 11:15:49.627232,a04f69d4-7db8-45c8-bdcc-629e4778dcce,Richard Wood,mother,Electronics,8,340.7,2725.6,Online Payment,Port Gloriaburgh
11fa2093-3f35-4808-9e93-bbf60998f085,2025-09-15 11:15:49.627336,362602a3-3a36-44ef-9ec3-d579b018728b,Katherine Carson,ten,Apparel,3,276.21,828.63,Cash,Port Anthony
27f31e2f-d198-4ad2-8d98-a916720d3aee,2025-09-15 11:15:49.627430,c4b47852-d8ad-4343-8f73-4d404b6b3c21,Bryce Knight,may,Home Goods,7,382.03,2674.21,Cash,Grahamport
40251769-02f4-45ad-87c6-e69611d82210,2025-09-15 11:15:49.627548,1f861914-5fdb-45e8-bf01-9a8d79da4931,Holly Galloway,lawyer,Apparel,3,323.8,971.4,Credit Card,Kristinbury
2faa2d1b-d59f-4c24-a0ec-4a06a3777f3b,2025-09-15 11:15:49.627654,b0e6dd0d-659b-4344-9466-d3150f0ae1db,Scott Schultz,suffer,Electronics,5,166.8,834.0,Debit Card,Johaven
0ec99396-457c-4d31-8f85-b976830b164f,2025-09-15 11:15:49.627758,b0b1ce6c-f1a0-4c65-8bf2-d5b206632759,Stephanie Williams,process,Apparel,8,84.29,674.32,Credit Card,Jamesshire
5e7f74a4-1e95-44e5-a0fd-a0f0aef79e0f,2025-09-15 11:15:49.627857,bdf04429-41c5-4416-882c-bfaedbf940cb,Kevin Poole,win,Beauty,6,403.58,2421.48,Credit Card,Johnsonborough
a21e19f8-d2de-4d19-9ac7-505ea46fe8fb,2025-09-15 11:15:49.627971,690a0c3b-edc5-4340-9d64-cbaaac103024,Katrina Jones,behavior,Apparel,6,35.86,215.16,Credit Card,Thompsonbury
5339597b-73ae-44ca-af57-5fabac6698b1,2025-09-15 11:15:49.628089,fb2f2e7a-629d-4b8d-8102-2c7f9118662f,Thomas Simon,plan,Groceries,5,424.4,2122.0,Debit Card,Castillostad
7510a11c-649d-4867-9dc7-a2d031cf9411,2025-09-15 11:15:49.628207,f1b19752-8e62-4833-9d8f-f07de12bf433,Susan Morales,child,Beauty,8,200.51,1604.08,Online Payment,Josephborough
5a664312-c86c-4c32-a8ce-9c134c26fdbe,2025-09-15 11:15:49.628305,256494d9-c499-489c-a3d7-a74a8d277fcc,Roberto Chaney,mission,Groceries,9,108.77,978.93,Online Payment,South Austin
1db176dd-b510-41d8-99f8-646e73d1e1c8,2025-09-15 11:15:49.628401,51dbcb50-ff35-4dfe-815d-53daf85ec966,John Coleman,poor,Groceries,4,104.49,417.96,Credit Card,North Sethmouth
4794db97-b031-46d5-a23c-fbb341b53f67,2025-09-15 11:15:49.628506,ac646f20-454c-4f80-87bc-3c5037d7a5db,Richard Wilson,control,Home Goods,8,230.04,1840.32,Cash,Lindseyburgh
7d8c287b-8514-4b7b-8eea-d961e0396f9e,2025-09-15 11:15:49.628609,452b7d12-22e0-4554-b2fe-ec1f8d74bb2f,Shawn Lee,cover,Electronics,7,336.35,2354.45,Online Payment,Cassidyberg
0c237263-6e4e-43d3-a374-2a908880c1d3,2025-09-15 11:15:49.628705,42bd0f65-9798-478e-8931-d5d75a5e3459,David Fox,none,Electronics,3,369.01,1107.03,Debit Card,New Maryview
c4228c62-f7cb-46e1-9ddd-194083b15bc9,2025-09-15 11:15:49.628804,5caf37d2-e3b5-415e-9839-ee7a1e32e7c4,Kyle Johnson,situation,Apparel,8,191.83,1534.64,Debit Card,Peckview
c7c58723-2497-4fc9-9ee0-c1ce7d7224a8,2025-09-15 11:15:49.628929,455e0969-d8c8-44bb-ad75-279e13274998,Norman Walton,hair,Beauty,5,456.56,2282.8,Cash,Christianfurt
14a7b727-6934-4390-8d3e-6005727897c2,2025-09-15 11:15:49.629025,f21da003-4827-4568-84ec-8d8f888e4fd6,Ms. Karla Villegas,woman,Beauty,2,88.89,177.78,Cash,Port Sherri
ef361b18-ac9d-4d72-bc2e-5aaa8eb5d984,2025-09-15 11:15:49.629126,59ae533f-b903-47dd-b8ff-25416557f2f9,Shelley Martinez,rise,Home Goods,5,118.3,591.5,Credit Card,South Barbara
f5aece89-2d3e-482a-8954-a7a5a8942170,2025-09-15 11:15:49.629234,7c60486c-832d-4dab-bad5-15489b9560fb,Charles Gibson,full,Apparel,2,63.6,127.2,Cash,Debraville
5fc7147b-62e2-42a4-a85d-6772a9c3122b,2025-09-15 11:15:49.629330,1d6e4121-a0c4-484f-8acf-ef42cc491239,Elizabeth Heath,question,Home Goods,1,195.02,195.02,Online Payment,North Jenniferstad
5aa6c25c-7df7-45e3-814e-e9a4116b22b2,2025-09-15 11:15:49.629425,1ac6588f-607d-45de-830e-38e21a6758e7,Karen Richards,political,Electronics,5,101.74,508.7,Cash,New Joseph
41165d04-5bf9-4cc7-85c3-c5842d8ad9bb,2025-09-15 11:15:49.629523,036314c7-e7e9-4925-80ad-64bbfafb504a,Christopher Bell,simple,Home Goods,7,225.25,1576.75,Credit Card,Port Lisaberg
cdd4a8d6-2206-4256-a526-c24132c7f614,2025-09-15 11:15:49.629628,d4a05139-671e-4f5f-830f-be0e910d553b,Emily Gonzalez,watch,Beauty,8,426.63,3413.04,Cash,Lake Ericstad
e424c6ac-eb1e-43e4-afc7-879177698643,2025-09-15 11:15:49.629742,7191f6a5-e8a9-4b7b-b70b-346a22854e70,Cynthia Castro,including,Apparel,3,302.97,908.91,Online Payment,Williamfort
b2e8ab42-ba59-412a-9394-e1d896e0de1a,2025-09-15 11:15:49.629837,8ecced22-cfa6-41ef-9df3-168955b6dfce,Charles Evans,spring,Groceries,5,335.54,1677.7,Credit Card,Lake Tammy
496d9f97-917b-4018-ac8c-eecc2c13ef5c,2025-09-15 11:15:49.629931,f063750c-508d-48c0-a2ab-370f45e94476,Amy Hughes,drive,Home Goods,5,48.2,241.0,Cash,Port Kayla
f39e8468-1027-4620-904d-152ed71f9eb1,2025-09-15 11:15:49.630025,141117d2-6006-4f03-8afb-ac5f83b2c2ec,Kimberly Jenkins,strategy,Apparel,7,381.81,2672.67,Credit Card,Julieton
df343e22-37ff-4ae0-9030-94aa0dc11519,2025-09-15 11:15:49.630120,42915aec-9417-4c49-b0a7-71a709f9c13f,Brian Baldwin,industry,Apparel,2,19.84,39.68,Online Payment,Perkinsville
ffbb9b69-a19a-4fd3-b127-d48f0655c208,2025-09-15 11:15:49.630223,522dfdb6-8b3f-4ac6-a80a-ef9e6801bf2e,Kristin Flowers,Republican,Electronics,7,202.42,1416.94,Online Payment,South Alexis
56b7e4cd-2b17-4bc9-b99c-8ebdc383a24a,2025-09-15 11:15:49.630317,1c0d545c-7c35-4613-a9f5-399ae936ab0a,Jessica Stone,mission,Electronics,2,223.19,446.38,Online Payment,Hallshire
53eab259-8829-4220-bb8a-cab816196ce5,2025-09-15 11:15:49.630422,5d53756f-1dd4-4e22-9136-32e0311f6710,Sara White,anything,Groceries,10,66.67,666.7,Debit Card,West Matthew
3dc5255f-cf82-4e90-ba92-2d303de977fc,2025-09-15 11:15:49.630516,06ce977b-5ac7-4210-9a79-5535e317b3df,Belinda Cannon,ever,Groceries,4,376.42,1505.68,Cash,Thomaston
a3f651e6-476a-4d8f-8f8e-7fb1cc81bfc2,2025-09-15 11:15:49.630615,0752db33-f041-4b24-a012-e692d9854141,Cynthia Clark,white,Electronics,6,262.53,1575.18,Cash,Daisyborough
ea7f49a1-9e7a-4d61-a9eb-19e01b436cc8,2025-09-15 11:15:49.630709,7604e098-35e7-4029-aba0-da584ca9d535,Eric Williams,state,Apparel,4,348.37,1393.48,Online Payment,Laurenview
4a8e7dc3-23d0-4ecb-aa4e-be5e164f3cbe,2025-09-15 11:15:49.630802,5f36ded4-40d3-453b-b2c1-9a1d5c9cd97a,Kyle Rodriguez,write,Groceries,1,333.56,333.56,Debit Card,Kellyshire
5b85646d-4f58-4d59-989b-d60521c174e9,2025-09-15 11:15:49.630906,a2348739-a554-4bee-9ae3-19e8c5714e7d,Stephanie Sanford,bit,Electronics,2,33.34,66.68,Debit Card,Hillborough
8f54f437-cd3f-4bc2-9297-5a07a494c5f3,2025-09-15 11:15:49.631011,260bdb84-5376-4d76-9a1c-c9bb4416ecdb,Denise Maldonado,record,Electronics,6,449.79,2698.74,Credit Card,Christopherton
133eaf33-b862-4670-9dcc-27cf84216515,2025-09-15 11:15:49.631106,ae5d0fbf-655e-4824-9070-07bae392a784,Sherry Hart,project,Home Goods,3,56.85,170.55,Cash,Port Joseph
70efbd73-e9a8-4230-8144-a5d895a03e3b,2025-09-15 11:15:49.631200,78d4b83f-26a6-4eb0-a533-806e80c1d1c1,Thomas Morris,model,Groceries,6,147.29,883.74,Online Payment,Juliefort
465a3e30-cece-49ff-9d80-8888377555ee,2025-09-15 11:15:49.631292,ff086caa-ea3d-41d1-a7f3-b41037bb6728,David Howell,he,Groceries,4,345.9,1383.6,Debit Card,North Tammy
dcdf0bcc-9f40-49f1-9716-f77a9caac7ce,2025-09-15 11:15:49.631385,259f02a9-ad11-49e5-967a-91255c6e972b,Wendy Zavala,during,Apparel,8,209.57,1676.56,Cash,Peterton
eaeb8d5d-995c-443f-89c5-a5f7300d0efe,2025-09-15 11:15:49.631479,ad17d732-5b53-40d6-ad3e-8c006a9c54cd,Latoya Leblanc,step,Apparel,6,140.33,841.98,Online Payment,Laurenport
026bfeef-e0fa-4ba9-81ff-6ef3ae8b5b9a,2025-09-15 11:15:49.631573,e29c8702-ccef-47bf-8b03-05a8154d5174,Jonathan Hicks,management,Apparel,8,301.36,2410.88,Cash,Pittstown
216278a6-f378-418e-801d-fb805b6070ee,2025-09-15 11:15:49.631683,ebf8a030-12f9-46da-b61c-1c6d0cf28953,Russell Cruz,issue,Apparel,10,236.99,2369.9,Online Payment,Herrerafort
8f4df6f5-0767-44a4-a355-21f8374f6c15,2025-09-15 11:15:49.631787,3c8a489a-ef5b-4612-a457-f9690050f942,William Parker,husband,Beauty,3,285.24,855.72,Debit Card,West John
7caf8300-fa2c-48f4-89a0-591cad70989a,2025-09-15 11:15:49.631880,dd6077e0-a900-4d9d-802b-2f3a58624c96,Jacob Rodriguez,nothing,Beauty,10,175.05,1750.5,Debit Card,Lake Julieland
a301e019-a156-4f65-9114-4c6e1f777832,2025-09-15 11:15:49.631974,b4faaad9-a2e1-48d0-81eb-11bf9472f119,Stephanie Ross,reason,Apparel,8,480.91,3847.28,Cash,Port Charles
ab81ef1f-1b75-4699-9719-f147a600c661,2025-09-15 11:15:49.632070,ce273c31-2642-426d-a6a2-a3002d6da33f,Jeffrey Garcia,between,Apparel,4,87.29,349.16,Online Payment,South Stephenview
d21d9453-d679-4b5c-87ab-90cd17efdff5,2025-09-15 11:15:49.632182,6e51c098-0e0d-4c5c-873d-f43bd8265a2f,Lori Garcia DVM,information,Groceries,5,8.05,40.25,Credit Card,Murphyfurt
b476c1c9-f3c4-4902-93a9-e907ec6e1fd4,2025-09-15 11:15:49.632297,e77c5cc3-55f5-45b8-8f36-47da19e04172,Cassandra Flores,century,Electronics,8,464.59,3716.72,Online Payment,East Cynthia
91eec81a-c41d-4fa1-8017-f76eb554ec6f,2025-09-15 11:15:49.632413,d5f4b9c3-c922-4657-93b7-f059ac720588,Justin Williams,agent,Apparel,7,41.11,287.77,Credit Card,North Carlosstad
6c0c4f1e-561a-4d99-9cac-3f59fd7591ed,2025-09-15 11:15:49.632517,3af8ef1b-22cd-4fb2-8cb1-7a451988ded7,Christopher Jones,newspaper,Groceries,6,274.97,1649.82,Cash,Parksside
a0409b29-43c7-41cb-a6e8-2e33ff52fb94,2025-09-15 11:15:49.632634,4cf96dbd-3cf3-4c53-87cf-bed956f2af4b,Dustin Foster,type,Home Goods,10,287.48,2874.8,Cash,East Jamie
8350eb3a-af8f-4474-844d-dd257cb65ad5,2025-09-15 11:15:49.632727,13b115ed-82d6-4077-bda0-d7ece86f96a2,Heather Long,agree,Home Goods,4,422.16,1688.64,Online Payment,South Patriciafurt
fc746fa1-f02d-462e-834d-7996aedc3415,2025-09-15 11:15:49.632822,3f10eff6-be41-490c-b1a7-53e5f2a928e3,Nancy Thompson,no,Home Goods,9,422.88,3805.92,Cash,Connieside
a8deb270-8ffd-404f-960e-bf7dfdfbbf40,2025-09-15 11:15:49.632916,43cdbcc3-78e0-4dcc-aab9-3e5bcfd726b8,Thomas Garcia,maybe,Apparel,9,45.68,411.12,Debit Card,Lake Jasonhaven
f3a39161-feac-44c1-80fd-a393b8a0f9c2,2025-09-15 11:15:49.633010,980da1b4-0122-43db-9cde-c9a63b48e1c8,Christine Moore,evening,Groceries,6,57.45,344.7,Cash,North Brian
d1117c05-bbe3-43aa-9594-c0574444324a,2025-09-15 11:15:49.633104,277105dd-8460-48e4-87f2-f5a5c08efa94,Shawn Perez,even,Beauty,5,36.46,182.3,Credit Card,Lemouth
3f1cca67-4610-48f4-98f7-2c63a7bf4952,2025-09-15 11:15:49.633208,cd07bc3a-4355-46a3-aff0-380919de4333,Joy Johnson,serve,Groceries,1,495.54,495.54,Cash,South Philipberg
389894ae-9aa5-44b6-b945-29da505fe4fe,2025-09-15 11:15:49.633304,571364cd-f5ce-4ca2-8f93-dc1fc42ed5af,Monica Nguyen,table,Groceries,5,344.56,1722.8,Online Payment,Kennethburgh
091f7561-0aaf-4e63-a7cd-a2a6d41c91d2,2025-09-15 11:15:49.633401,868ae21d-962c-48d3-8be0-aef7ed20f52b,Amber Frazier,offer,Apparel,7,175.3,1227.1,Online Payment,South Laurahaven
199e5cb8-c316-44d4-bacd-ead60a13faf4,2025-09-15 11:15:49.633496,cdc2b52e-94e6-4b2d-b0a0-a9dbb117e830,Kristen Griffith,air,Apparel,10,218.55,2185.5,Online Payment,Morristown
ec9acd17-37bb-41d0-9d3d-a525b5e586aa,2025-09-15 11:15:49.633607,fe79305b-9ec8-4a64-a02c-c459ec4756bf,Brandon Jackson,appear,Apparel,7,281.58,1971.06,Debit Card,North Alexander
d3cfddbf-d76b-48d3-9fd9-4fe8bbeed482,2025-09-15 11:15:49.633699,e2f12ab3-99bd-4fe2-9d73-d8a120192221,Shannon Smith,section,Beauty,1,116.25,116.25,Credit Card,Port Madison
de3a7fc4-ba4a-4b26-a68a-fc91867099ba,2025-09-15 11:15:49.633793,0d899a71-8efc-4bdb-81a6-3f95eb965d67,Alexander Blackburn,face,Home Goods,2,302.57,605.14,Online Payment,Melaniechester
bcc726eb-c667-41c7-9bec-14b7534d80c6,2025-09-15 11:15:49.633892,3ad1a390-4b87-4a97-ae07-9e0347895919,Brandi Baker,rule,Beauty,8,84.33,674.64,Debit Card,Martinmouth
e4328ba0-9f4e-4fd7-9233-b226013346be,2025-09-15 11:15:49.634004,aca69e3e-205f-4c93-8740-f3806e4ef8ba,Tiffany White,provide,Electronics,2,421.36,842.72,Cash,East Casey
c4b7fc34-77fa-4583-96eb-248611a184c0,2025-09-15 11:15:49.634097,a03175aa-9f9d-46ce-bb44-b0630eebb741,Pamela Berg,north,Beauty,5,26.61,133.05,Credit Card,Mooreshire
14f38756-9108-40c4-b8ba-7013fecfbfa8,2025-09-15 11:15:49.634202,26f51eff-f199-4e51-b766-ed1e6f94b955,Robert Ballard,yet,Home Goods,1,290.81,290.81,Debit Card,Jasonside
318b0389-b930-424f-8e1f-fccf1e84e1c5,2025-09-15 11:15:49.634295,c9c2b289-2b7e-4386-9df6-2632848ddcca,Daniel Williams,may,Groceries,3,85.1,255.3,Debit Card,Ashleybury
58629fce-3570-4f1f-b9bc-00768c4d131b,2025-09-15 11:15:49.634388,3cd2be2c-3198-4227-a8e5-14dac454fc1c,Amy Waters,against,Beauty,10,499.74,4997.4,Cash,Bethanytown
64d3838a-17cc-4987-ac51-c044ea086b62,2025-09-15 11:15:49.634481,ff072c44-7f75-40ce-9c1b-171154157264,Daniel Robbins,out,Electronics,6,14.43,86.58,Debit Card,Michaelchester
21060b25-5757-43b6-9bd7-8586be134edb,2025-09-15 11:15:49.634574,e3d9c5fd-9764-4b25-a27d-bf29c8db8465,Mary Dixon MD,site,Groceries,3,62.2,186.6,Cash,Port Carolport
52a09763-bebd-48b0-8c10-c8010a7fa76d,2025-09-15 11:15:49.634677,557038c4-c82a-4ca5-b69b-3ce0b7ecd5bb,Noah Wilson,husband,Beauty,4,109.38,437.52,Debit Card,Port Amanda
3ee80545-4f67-472b-89a8-346efc716366,2025-09-15 11:15:49.634770,ecff8a6a-ba54-4825-a6e2-fd10329358d9,Karen Chan,space,Groceries,7,426.15,2983.05,Cash,Amyfurt
f7412c33-ac9b-4767-93fb-a5b96192bbc0,2025-09-15 11:15:49.634864,0cf1479d-72d2-4242-8783-d1b60bf0480b,Lori Ramsey,modern,Apparel,4,35.59,142.36,Debit Card,Michaelchester
d569cdef-9d67-4ed1-a655-8bf52564cd80,2025-09-15 11:15:49.634958,28926294-fb14-4901-9ec3-0a0189f39822,Darryl Erickson,surface,Groceries,10,158.39,1583.9,Debit Card,South Taylorland
91d6707e-d84d-4cf5-a2aa-413aae536cf6,2025-09-15 11:15:49.635052,16f2ae71-5484-475b-bb4c-78ce35863081,Jennifer Jensen,pull,Electronics,3,437.15,1311.45,Cash,New Nicolemouth
e665d98e-ee0b-48ec-b774-fc4f9d519655,2025-09-15 11:15:49.635148,633d1a6e-81c6-476a-b434-9a4d67dad766,Erin Brown,party,Apparel,7,327.87,2295.09,Debit Card,Langside
5361ab34-900d-447a-8276-dfc25b5a49d0,2025-09-15 11:15:49.635253,0c0fe567-c0f6-4d94-8cf6-54fd5eb37b8f,Barbara Smith,newspaper,Groceries,6,25.07,150.42,Cash,Curtismouth
88da0210-43e7-4c15-8815-fd59ba5f807a,2025-09-15 11:15:49.635347,3a168266-f9ad-4180-aed6-73715fcbb695,Lisa Jones,end,Groceries,10,140.77,1407.7,Credit Card,Ryanfort
00a26da8-077e-4cc0-ad66-9004b4141082,2025-09-15 11:15:49.635440,1e915cf1-c68b-4805-b22e-7b3feebd7ec9,Robert Harris,body,Groceries,8,166.67,1333.36,Debit Card,North Ryanbury
8d55d75c-5ec0-4951-a1aa-1eb99bd503ca,2025-09-15 11:15:49.635535,f5b81ff4-2dfb-46b3-af0e-a1c6f545ca1a,Paul Chandler,have,Home Goods,1,143.38,143.38,Debit Card,Brendabury
79f0222f-dc79-412b-823b-13fb76f6aaea,2025-09-15 11:15:49.635633,72c551b3-9413-4f95-b883-737d9ebf48c5,Kyle Gray,network,Beauty,7,460.63,3224.41,Online Payment,Lake Cynthiaview
